report_id,evidence,recommendation
mi2019_sub,"Title IV-E Requirement: Consistent with federal provisions at 45 CFR 1356.60(a)(1)(i),
claiming title IV-E foster care maintenance payments is limited to the cost of providing certain
expenditures covered within the federal definition of foster care maintenance at §475(4) of the
Act. The state must document foster care maintenance payments claimed for title IV-E
reimbursement are for allowable expenditures in accordance with the statutory definition, are in
amounts conforming to state established rates of payment for the type and level of care provided,
and reflect non-duplicative amounts of the costs of daily maintenance. Title IV-E Requirement: Consistent with federal provisions at 45 CFR 1356.60(a)(1)(i),
claiming title IV-E foster care maintenance payments is limited to the cost of providing certain
expenditures covered within the federal definition of foster care maintenance at §475(4) of the
Act. The state must document foster care maintenance payments claimed for title IV-E
reimbursement are for allowable expenditures in accordance with the statutory definition, are in
amounts conforming to state established rates of payment for the type and level of care provided,
and reflect non-duplicative amounts of the costs of daily maintenance.","Recommended Corrective Action: We recommend that the state train its staff on the title IV-E
requirements for voluntary placements and providing foster care payments to youth age 18 years
and older. Furthermore, we recommend that Michigan update and modernize its payment
systems. Although the state is now using its statewide automated system, (MiSACWIS) for
payments, the recoupment and reconciliation process requires manual data entry and remains
inefficient. In addition to being inefficient, the process is more subject to error than an automated
system. The state should continue to review its payment system(s) to assure the maximization of
IV-E funds and to determine whether adequate financial controls are in place and properly
functioning to prevent payments for ineligible children, duplicate payments or unallowable
program costs.
During the onsite review week, Michigan explained that the state already has implemented a
MiSACWIS control that automatically prohibits IV-E claiming for all new VPA cases, effective
December of 2016. For VPA cases opened prior to December of 2016, for which the agency has
claimed title IV-E funding, the state should take the appropriate steps to identify and reconcile
federal funds that have been wrongly claimed. Additionally, the state should consider making
changes to the MiSACWIS system that would support the claiming of allowable child care costs
under title IV-E."
mi2019_sub,"Issue #2: Title IV-E agency oversight of tribal children and tribally licensed homes that are title
IV-E funded through the state agency. One case was initially identified as a potential error
because the tribe did not provide accurate information about the child’s removal to the state.
Throughout the child’s foster care episode, the state did not review or conduct quality assurance
on that case or the other cases of tribal children. Similarly, during the onsite review, the state did
not have documentation to substantiate that federal requirements had been met related to safety
or making reasonable efforts to finalize the permanency plan. The state and tribe did work
together following the on-site review and were able to provide the required documents to
substantiate that the foster parents at issue had completed a fingerprint based check of the
National Crime Information Database (NCID) and to provide court transcripts to demonstrate
that the agency had met the reasonable efforts toward permanency planning requirement. Finally,
during the review we noted that the state did not have supporting documents on hand related to
several of the tribal child eligibility determinations prior to claiming title IV-E funds Title IV-E Requirement: A state title IV-E agency that enters into a title IV-E agreement with a
tribe is responsible for ensuring that the state only claims title IV-E in accordance with the
statutory requirements. As the responsible title IV-E agency, the state agency must actively
supervise the various activities performed by the tribe under the agreement. This supervision
includes case plan assessment, case review functions and adherence to the requirements of the
Act, federal rules, regulations and policy interpretations in operation of the foster care
maintenance program. The state title IV-E agency is ultimately responsible for proper operation
of the foster care program. [See 472(a) of the Act and CB Child Welfare Policy Manual,
8.3A.12, Q/A 1].","Recommended Corrective Action: The state should develop policy, procedures, and practices to
ensure that prior to claiming title IV-E, it can substantiate that all title IV-E eligibility
requirements have been met. In order to do so, the state needs to review child eligibility files,
including licensing and safety files, of tribally-licensed homes to verify that both the child and
placement meet the federal requirements and maintain current records that support the state’s
decisions, as required by federal laws and policies."
mn_2019_iv_e_final_report_07_25_19,"Issue #1: Timeliness of Judicial Determinations Regarding Reasonable Efforts to
Finalize a Permanency Plan. One case was in error because the judicial requirement of
“reasonable efforts to finalize a permanency plan” was not satisfactorily met.
Minnesota, like most states, incorporated the federal requirement for a judicial
4 | P a g e
determination of “reasonable efforts to finalize a permanency plan” into its court
proceeding for the 12-month permanency hearing. In this case, the court conducted a
permanency hearing within the 12 month period, but during the court hearing and in the
resulting court order the court did not make the required judicial determinations that the
agency made reasonable efforts to finalize the permanency plan. It should be noted that
the state was given a week after the onsite review to provide a transcript of this hearing,
however, none was provided. Title IV-E Requirement: For a child who is judicially removed and remains in foster care
for 12 months or more, federal provisions at §472(a)(2)(A) of the Act and 45 CFR
§1356.21(b)(2) require the state to obtain a judicial determination of whether the state
has made “reasonable efforts to finalize a permanency plan” for the child. The judicial
finding must occur at regular 12-month intervals for the duration of the foster care
episode and no later than 12 months from the month in which the prior determination is
obtained. If the judicial determination of “reasonable efforts to finalize” is not explicitly
documented in a court order or court transcript or is not timely, the child becomes
ineligible from the beginning of the first month after it is due and remains ineligible until
the month the judicial determination is made.","Recommended Corrective Action: The requisite judicial determination need not be tied
to a permanency or other court hearing. The judicial determination may be rendered by
the court at any point during the 12-month period. The state should continue to develop
and implement procedures with tribal and county courts to ensure timely judicial
determinations of “reasonable efforts to finalize the permanency plan” regardless of the
timing of the permanency hearing. The accuracy and reliability of eligibility
determinations generally are increased through training of the judiciary and other court
officials to correct delays in judicial findings as well as to secure court orders that reflect
title IV-E criteria on legal authority, best interests and reasonable efforts. Staff training
will help to ensure workers make eligibility decisions based on the correct elements
needed for compliance and to eliminate the authorization of payments prior to
establishing compliance with requirements."
mn_2019_iv_e_final_report_07_25_19,"Issue #2: Underpayments. During the IV-E Review it was noted that Minnesota’s
Social Services Information System (SSIS) and the automated system that is used to
determine eligibility for public assistance and health care (MAXIS, interface and have
many safe guards in place to help ensure that IV-E claims are only made on the behalf
of eligible children in eligible placements and will automatically stop IV-E claiming if all
of the IV-E requirements are not met. However, once a child regains her IV-E eligibility
status, the agency must go into the SSIS/MAXIS systems and manually complete a
process to reinstate the ability for the agency to begin claiming IV-E for the child. When
this manual step is not completed correctly or timely, it may result in underpayments,
such as the two cases that were identified in this review. none","Recommended Corrective Action: The Children’s Bureau recommends that the state
develop a method of prompting the agencies to reassess a child’s IV-E eligibility status
frequently when a child temporally becomes ineligible due to situations such as a
delayed, judicial determination of reasonable efforts to finalize the permanency plan or a
5 | P a g e
child’s moving from a licensed foster home to a relative home that is not yet licensed.
An enhancement in the state’s SSIS/MAXIS systems that can prompt a review of a
child’s eligibility and/or additional training in this area will allow the state to enhance its
oversight, minimize the frequency of underpayments, and ensure that the state is
maximizing reimbursements for allowable costs of care for eligible children under title
IV-E."
mn_2019_iv_e_final_report_07_25_19,"Issue #3: The DHS Licensing Division is directly responsible for the licensing of most
child caring institutions in Minnesota; however, through an interagency agreement and
collaboration the state’s Department of Corrections also licenses a small number of
child caring residential facilities. During the on-site review of licensing records, some
child caring institution licenses issued by the Department of Corrections did not clearly
indicate on the license the specific residential setting type for the individual facilities.
The licenses for agencies holding numerous and different placement settings listed all
of the possible residential settings (i.e. group home, shelter, or secure correctional
facility) that the agency possesses on the license rather than the specific setting type for
each of the institutions being licensed. This issue made it difficult to determine from the
license if the child caring institution is an allowable placement setting under title IV-E. Title IV-E Requirement: As provided by the provisions at 45 CFR § 1356.71, the IV-E
review assesses whether the child’s foster care placement during the PUR is fully
licensed and whether or not the placement type is consistent with a foster care setting
that is allowable under title IV-E.","Recommended Corrective Action: The DHS Child Safety and Permanency Division,
DHS Licensing Division and the Department of Corrections should work collaboratively
to ensure that each child caring institution license clearly indicates the type of residential
setting for each facility being licensed. This change will enhance the state’s ability to
designate the specific placement type and accurately determine if a placement setting is
meeting the IV-E eligibility requirements."
mn2016_sub,"Issue #1: Timeliness of Judicial Determinations Regarding Reasonable Efforts to Finalize a
Permanency Plan. One case was in error and one non-error case had ineligible payments because
the judicial requirement of “reasonable efforts to finalize a permanency plan” was not
satisfactorily met. Minnesota, like most states, incorporated the federal requirement for a judicial
determination of “reasonable efforts to finalize a permanency plan” into its court proceeding
for the 12-month permanency hearing. In both cases the court conducted permanency
hearings within the 12 month period, but during the court hearing and in the
resulting court order the court failed to make the required judicial determinations that the agency
made reasonable efforts to finalize the permanency plan. Title IV-E Requirement: For a child who is judicially removed and remains in foster care for 12
months or more, federal provisions at §472(a)(2)(A) of the Act and 45 CFR 1356.21(b)(2)
require the state to obtain a judicial determination of whether the state made “reasonable efforts
to finalize a permanency plan” for the child. The judicial finding must occur at regular 12-month
intervals for the duration of the foster care episode and no later than 12 months from the month
in which the prior determination is obtained. Judicial determinations should reflect the court’s
judgment as to whether the agency’s activities were meaningful and consistent with the
permanency plan and whether they were sufficient to bring about the achievement of the
permanency goal for the children. If the judicial determination of “reasonable efforts to finalize”
is not made or is not timely, the child becomes ineligible from the beginning of the first month
after it is due and remains ineligible until the judicial determination is made.","Recommended Corrective Action: The state should continue to work with its court partners to
ensure that the courts’ judicial determinations regarding the agency’s reasonable efforts to
finalize a permanency plan are timely and explicitly documented in a court order or court
transcript. Staff training with the counties and tribes around the required judicial determinations
also will help to ensure workers are making eligibility decisions based on the correct elements
needed for compliance and to eliminate the authorization of payments prior to establishing
compliance regarding the required judicial determinations. The state should note that the
requisite judicial determination need not be tied to a permanency or other court hearing. The
judicial determination may be rendered by the court at any point during the 12-month period.
The state should continue to develop and implement procedures to ensure that courts make
6 | P a g e
judicial determinations of “reasonable efforts to finalize the permanency plan” regardless of the
timing of the permanency hearing."
mn2016_sub,"Issue #2: AFDC eligibility was not met. Two cases were determined to be in error for the entire
foster care episode due to the AFDC eligibility requirements not being met. The eligibility
determination for one of these cases also was not completed correctly by the state. In sample
case 56, the state agency incorrectly advised the counties and tribes that all cases that were part
of the state’s former child welfare waiver demonstration project, called the Minnesota
Permanency Demonstration Project (MnPD), were categorically eligible for IV-E should a child
re-enter foster care after having been adopted or legal guardianship having been transferred to a
relative through this waiver program. This is not consistent with title IV-E policy. When a child
is discharged from foster care and later returns, title IV-E policy requires that a new
determination of eligibility be made in accordance with §472 (a) of the Act and be based on the
family from which the child is recently removed. (See CB Child Welfare Policy Manual,
sections 8.3A.10, QA #2 and 8.5B, Q/A #1). As a direct result of the state’s misapplication of
title IV-E policy, this case’s eligibility determination was based on the natural mother’s home
from the previous foster care episode and not the adoptive mother’s home for the current foster
care episode. (The adoptive mother signed a voluntary placement agreement March 4, 2015.)
The adoptive mother’s home exceeded the state’s financial AFDC standards, therefore making
the case ineligible for title IV-E foster care funds.
In the second case, sample 42, a county eligibility worker had correctly determined through the
uses of the state’s eligibility system and the state worksheets located in the child's case file that
the case was ineligible based on the mother’s household income exceeding the state's AFDC
standards. However, the county classified the child as eligible for title IV-E payments and began
claiming. The state was unable to determine how the county was able to override Minnesota’s
automated systems, MAXIS and SSIS, that are used to verify and ensure that all of the AFDC
requirements are met for children prior to the state claiming title IV-E foster care maintenance
payments. Title IV-E Requirement: Title IV-E maintenance payments may only be claimed for a child that
meets all eligibility requirements at 45 CFR 1356.71 and §472(a) of the Act.","Recommended Corrective Action: The state should immediately develop a corrected policy for
all of the counties and tribes notifying them that children that were part of the Minnesota
Permanency Demonstration Project are not categorically eligible for title IV-E payments should
a child re-enter foster care. Further, the state needs to inform staff that these children will only
be eligible for title IV-E funds should they meet all of the title IV-E requirements for each foster
care episode. Additionally, the state should determine if there are other cases that were part of
the Minnesota Permanency Demonstration Project for which they are claiming title IV-E funds
based on this policy error and, if so, back out all ineligible title IV-E payments. It is noted that
the state’s waiver authority for the Minnesota Permanency Demonstration Project ended on
September 30, 2010. Finally, the state should explore how the county was able to override the
state’s eligibility system in the second case. The state should ensure that the loophole that
allowed this override is closed and that proper training and oversight of the eligibility
determination process continues."
mn2016_sub,"Issue #3: Safety Requirements. There were three cases where the foster parents were issued
licenses and the children were placed in the home prior to the tribal agency obtaining the
required fingerprint-based safety checks from the National Crime Information Databases
(NCID). In all three cases, title IV-E foster care maintenance and administration payments were
made for periods prior to the PUR during the time the children were in placements and did not
meet all of the required title IV-E criteria. Title IV-E Requirement: Section 471(a)(20)(A) of the Act and 45 CFR 1356.30 place
requirements on the state as a condition of the title IV-E state plan and places additional
requirements for claiming title IV-E foster care maintenance payments on behalf of a child. As
a condition of the title IV-E state plan, the state title IV-E agency must have procedures for
criminal background checks for prospective foster and adoptive parents. The criminal record
checks for foster parents newly licensed on or after October 1, 2008 must include fingerprint-
based background checks of the NCID. The state title IV-E agency and its agents must conduct
the checks and otherwise apply the procedures for prospective parents whom it will license or
approve to care for a participant in the state’s title IV-B/IV-E program (§471(a)(20)(A) of the
Act). Agents of the title IV-E agency include a state licensing authority and any other agency
that is under contract with the title IV-E agency to issue licenses or approvals.
Further, in order for a state to claim title IV-E foster care maintenance payments for an otherwise
title IV-E eligible child, the criminal records check must reveal that the foster parent has not
been convicted of the prohibited felonies and the home must be fully licensed or approved
(§§471(a)(20)(A)(i) and (ii) of the Act). This applies regardless of the entity that licenses or
approves the foster parent (e.g., a private adoption agency, an Indian tribe either with or without
an agreement under §472(a)(2)(B)(ii) of the Act, or a private child placing agency not under
contract with the state agency). The state agency must provide documentation through the IV-E
review to verify the requirements are met satisfactorily for the period the foster care maintenance
payment is claimed on behalf of the child in the foster care placement during the PUR.","Recommended Corrective Action: It is recommended that the state provide training and
technical assistance to state, county and tribal staff on §471(a)(20)(A) of the Act and 45 CFR
§1356.30 as they relate to fingerprint-based criminal record checks of the NCID for foster and
adoptive parents and title IV-E eligibility. Further, the state should put in place measures to
ensure that all state, county and tribal partners are not issuing licenses prior to conducting and
receiving the results of a NCID background check on foster parents. Conducting safety checks is
a critical safety measure to help ensure a child is not in a foster care placement where the
caregiver has caused or is likely to cause harm to a child."
mo2017_sub,"Issue #1: Issue regarding licensing status of foster family homes during placement. In one
(1) error case it was determined that improper payments were made for maintenance costs in a
foster family home that was not fully licensed during part of the child’s placement in the PUR.
This error was likely due to a late recertification of the kinship foster care license. Title IV-E Requirements: Federal regulations at 45 CFR §1356.60 provide that title IV-E foster
care maintenance payments may be claimed for allowable costs that are covered by the federal
definition of foster care maintenance found at §475(4) of the Act. To qualify for title IV-E foster
care maintenance payments, the child must be in a foster care placement that meets the standards
for full licensure or approval established by the state where the foster care placement is located
[§ 472(c) of the Act.]. Under §472 of the Act, title IV-E maintenance payments may be claimed
from the first day of the foster care placement in the month in which all title IV-E eligibility
criteria are met. The payment may be claimed for the entire month when an eligible child has
resided in the foster care placement for the entire month. However, if the eligible child is placed
on a date in the month other than the first of the month, title IV-E funds may be claimed for the
period beginning with the actual date of foster care placement.","Recommended Corrective Action: It is recommended that Missouri continue to ensure that
staff is fully trained and understands that all state licensing criteria must be met prior to claiming
title IV-E maintenance payments on behalf of a child placed in the foster care setting. Missouri
can enhance its eligibility monitoring procedures to ensure that title IV-E maintenance payments
are not claimed for children placed with caregivers, including kinship placements, until the
caregivers have been fully licensed and that title IV-E maintenance payments are claimed timely
once the home is fully licensed. Ensuring that the required documentation is on file prior to
initiating any title IV-E claims on behalf of a child and having procedures in place to monitor the
accuracy of its eligibility determination and claiming process would be a way to improve this
outcome."
mo2017_sub,"Issue #2: Living with and removed from same specified relative. In one (1) case, the child
was living with and physically removed from an aunt where the child had been living for several
years. The removal court order focused on the parents’ behaviors leading to the judicial
determination of contrary to the welfare and the child’s placement in foster care. Therefore, the
“removal from” requirement is met by a different specified relative than the “living with”
requirement for title IV-E eligibility. Title IV-E Requirement: The “living with” and “removal from” a specified relative
requirements for title IV-E eligibility must be satisfied by the same specified relative. The
eligibility determination must be based on the specified relative from whom the child is removed
10
according to a judicial determination to the effect that it is contrary to the child’s welfare to
remain in the home or through a voluntary placement agreement. A child must have been living
with that specified relative within six months of the initiation of court proceedings or signing of
the voluntary placement agreement. Then, AFDC is determined on that specified relative’s
home as if the child had been living with the relative in the month of the initiation of court
proceedings or the signing of the voluntary placement agreement for removal from that relative.
[§ 472(a)(3)(A)(ii)(II) of the Act and 45 CFR § 1356.21(l)].","Recommended Corrective Action: Training should be provided to the eligibility workers to
ensure that they understand the “living with and removal from” requirements and the linkage to
determining the AFDC removal home for title IV-E eligibility. This will ensure eligibility
determinations are made only in accordance to the eligibility requirements."
mo2017_sub,"Issue #3: Unallowable Program Costs. Foster care maintenance payments may not be claimed
twice for the same activity for the same period and child. In three (3) non-error cases it was
determined title IV-E maintenance payments were claimed for items outside the definition of
allowable program costs. These duplicate maintenance payments appeared to be mistakes that
occurred during the processing of payment. Title IV-E Requirement: Consistent with federal provisions at §475(4) of the Act and 45 CFR
1356.60(a)(1)(i), claiming of title IV-E foster care maintenance payments is limited to the cost of
providing certain expenditures covered within the federal definition of foster care maintenance at
§475(4) of the Act. The state must document foster care maintenance payments claimed for title
IV-E reimbursement are for allowable expenditures in accordance with the statutory definition,
are in amounts conforming to state established rates of payment for the type and level of care
provided, and reflect non-duplicative amounts of the costs of daily maintenance.","Recommended Corrective Action: Missouri utilizes a statewide information system called
FACES (Family and Children Electronic System), to document IV-E eligibility determinations,
foster home licensure information, placement information, payments and claiming. It is
recommended that Missouri review its payment systems to determine whether adequate financial
controls and edits are in place and properly functioning to prevent payments for ineligible
children or unallowable program costs. An automated Quality Assurance (QA) module should
be added to periodically review and track payments for accuracy and compliance with federal
requirements and state standards. Parallel testing of the automated system claims processing
module against current manual processing is recommended until the implementation of the
automated QA module is finalized. Although these updates are not currently contained in the
most recent Advance Planning Document Update (APDU), it is recommended that these controls
be discussed with the current FACES Manager."
mo2017_sub,"Issue #4: Improper payments for Professional Parenting Payments. The title IV-E payment
history for the sample cases included payments incorrectly claimed as maintenance payments
based on the state’s payment code of Professional Parenting Payments (PPMN). Agency records
indicated title IV-E maintenance payments were improperly claimed for the payments the state
makes to foster parents that would be considered incentives for completing and maintaining
training requirements. These payments could be claimed under title IV-E as “recruitment and
11
licensing of foster homes and institutions”, which is an allowable title IV-E administrative cost.
In many states, there are not enough foster family homes to meet the needs of the children in
foster care. Therefore, increasing the number of foster family homes through the allowable use
of title IV-E administrative funds is appropriate. Any such costs must be allocated through an
approved cost allocation plan by either identifying actual cost amounts for title IV-E eligible
children or by applying an appropriate allocation methodology to the pool of all such costs. The
portion of costs so allocated to title IV-E foster care should be claimed as “In-Placement
Administrative Costs - Provider Management”. Since these payments were incorrectly claimed
under the state’s Alternative Care IV-E code, we must disallow all Professional Parenting
Payments as maintenance payments. As discussed below, the state may be able to submit title
IV-E administrative cost claims for some of these disallowed costs. Title IV-E Requirement: Consistent with 45 CFR 1356.60(a)(i), title IV-E foster care
maintenance assistance payments may be claimed only for the cost of providing certain
expenditures covered within the federal definition of foster care maintenance at §475(4) of the
Act. The state must document that foster care maintenance payments claimed for title IV-E
reimbursement are for allowable expenditures in accordance with the statutory definition, are in
amounts conforming to the state established rates of payment for the type and level of care
provided, and reflect non-duplicative costs of daily maintenance.","Recommended Corrective Action: The Children’s Bureau urges the state to identify the
systemic factors underlying these improper payments and develop strategies to correct them.
There appear to be several options. The state could review the costs to reclaim them as
administrative costs in accordance with an approved cost allocation plan. The state could also
review their maintenance payments rate structure and make changes. The state is further urged
to review sections 8.1 and 8.3B of the Children’s Bureau Child Welfare Policy Manual for
guidance to determine which costs qualify as allowable maintenance payments and
administrative costs under the title IV-E program. In addition, it is recommended that Missouri
look at their current policy defining Professional Parenting Payments and provide clarification as
to what these payments should be utilized for and how they should be claimed. The Children’s
Bureau Regional office is available to provide technical assistance in regards to program and/or
financial issues if needed."
mo2017_sub,"Issue #5: Correct coding of AFCARS data element 59: Thirty (30) cases were excluded from
the original sample and replaced with cases from the oversample. Discussions with state staff
and an examination of case documentation confirmed elimination of these cases from the sample
was necessary because a title IV-E maintenance payment was not made in the cases for an
activity that occurred during the PUR. State agency officials indicated their AFCARS file was
flagging all IV-E eligible youth during the reporting period, when it should have only been
flagging the IV-E eligible youth with a IV-E payment made during the reporting period. This led
to incorrect coding for title IV-E maintenance instead of the correct funding source and pulling
cases into the IV-E sample that required elimination. Title IV-E Requirement: The case sample and oversample drawn for the IV-E review consist of
cases of individual children with a “1” coded in AFCARS data element 59, ""Sources of Federal
Financial Support/Assistance for Child”, for the six-month reporting period of the PUR.
12
Appendix A of 45 CFR §1355.40 provides that AFCARS element 59 is coded as “1” to indicate
title IV-E foster care when title IV-E foster care maintenance assistance is the applicable source
of income for the child’s care at any time during the six-month AFCARS period for a child
meeting all title IV-E eligibility criteria. This includes children determined eligible for title IV-E
at the end of the report period but for whom the payment to the provider was made during the
following report period. Element 59 is coded as “0” when title IV-E foster care maintenance
payments is not the applicable income source for the child’s care.","Recommended Corrective Action: Validity of the sample and oversample is dependent on the
accuracy of the state title IV-E agency’s reporting of AFCARS foster care data element 59
(FC59). The Children’s Bureau (CB) recommends the state ensures a child’s eligibility status
and a child’s living arrangements are entered timely. Additionally, the state title IV-E agency’s
information system must properly identify changes in a child’s eligibility status and any updates
also must be completed in a timely manner. Without correct information about the child’s
eligibility status and living arrangement, and the system properly identifying changes in these,
the extraction code cannot properly identify whether FC59 applied (code value 1) or did not
apply (code value 0) at any point in the report period being extracted. Staff training and data
monitoring should be conducted on an ongoing, regular basis to ensure the system accurately
reflects the funding source for the child. For example, AFCARS data element 62 is used to
report child support, data element 63 for Supplemental Security Income and data element 65 for
other federal or non-federal funding sources. Also, technical assistance from CB Regional office,
AFCARS Program Lead, and CB State Systems office to ensure the state’s current electronic
case record system is properly coding and has an automated QA module to periodically review
and track data entered for accuracy and compliance with federal requirements and state
standards."
ms2017_sub,"Issue #1: Safety and Licensing Requirements Pertaining to the Child’s Placement: Six (6)
cases are in error because the safety or licensing requirements pertaining to the child’s placement
are not met for a period while the child is in the foster family home during the PUR. Two (2) of
the six (6) cases are in error because the state is unable to document that background safety
checks for the foster parents are successfully met for the state’s claim for the period of the
child’s placement in the foster home. The failure to complete the required safety checks prior to
placing the children in the foster homes posed a risk to the children by placing them in
potentially dangerous settings.
Two (2) cases are in error due to a lapse in the foster family home license. Title IV-E payments
were made on behalf of children placed in the home during the PUR. State licensing policy
stipulates that once the license lapses or expires the provider is considered unlicensed and
requires a new license after the previous one ends. Title IV-E payments were made on behalf of
children placed in the home during the PUR.
Mississippi 2017 Title IV-E Foster Care Eligibility Review Page 6
In the last two (2) of the six cases, there was no current license in the case file for the family
foster home. In one of the resource homes, the family foster home was under investigation and
the home was never re-licensed during the re-evaluation period. This sample case (#4) also had
a separate family foster home where the licensing requirement was not met; meaning this
situation of non-licensure applies to two of the child’s placements in the PUR. In the other
sample case, no current license on the family foster home was found for the PUR in the case file.
In both sample cases, title IV-E maintenance payments were made for the periods in which the
homes were unlicensed.
Furthermore, for one (1) non-error case, foster care maintenance payments were made for a child
placed in a home even though the home was not fully licensed. For the IV-E review purpose this
case is not considered an error because the improper payments were claimed for a period after
the PUR. Title IV-E Requirements: Section 472(c) of the Act and federal regulations at 45 CFR § 1355.20
require that the child’s foster care placement (family foster home or childcare institution) be fully
licensed or approved in accordance with the applicable licensing standards where the placement
setting is located. Therefore, to claim title IV-E maintenance payment on behalf of the child, the
state title IV-E agency must document that the child’s foster care placement is fully licensed or
approved for the child’s placement during the PUR. Licensing documentation for the foster care
placement must include, at a minimum, a copy of the provider license, certificate, letter of
approval or other official evidence of permission that verifies licensure status and type
throughout the child’s stay in the placement. Title IV-E foster care maintenance payments may
not be made on behalf of a child placed in a family foster home that is not fully licensed.
As a condition of full licensure, federal provisions at §471(a)(20) of the Act and 45 CFR
§1356.30 require the state to provide documentation that criminal records checks have been
conducted on all prospective foster parents before they receive final approval for placement of a
child. Fingerprint-based checks of the National Crime Information Databases (NCID) must be
conducted for all prospective foster parents licensed on or after October 1, 2008. While this does
not prohibit the state from placing a child in the home of a prospective foster parent prior to the
completion of the criminal background check, the state may not claim title IV-E funds until the
required check is completed and the records reveal that the foster parents did not commit any
prohibited felonies in §471(a)(20)(A)(i) and (ii) of the Act. For title IV-E eligibility purposes,
once the prospective foster family home is licensed, subsequent criminal record checks are not
required as long as the home is continuously licensed. However, if a foster family home license
expires and cannot be renewed pursuant to state requirements, the foster parent(s) must be
considered “prospective” with a new application for licensure and a new criminal background
check must be conducted in connection with the new license.","Recommended Corrective Action: The state must take steps to ensure all required criminal
background checks are completed on foster parents caring for children, in particular for children
on whose behalf title IV-E foster care maintenance payments are made. Internal fiscal controls
also must be implemented to prevent title IV-E claiming for a period in which all the eligibility
criteria have not been fully completed and documented. Mississippi’s Automated Child Welfare
Mississippi 2017 Title IV-E Foster Care Eligibility Review Page 7
Information System (MACWIS) should be reviewed to ensure there are adequate edits in place to
prevent title IV-E from being claimed for a child placed with a provider that does not meet the
licensing and safety requirements of the title IV-E program. Eligibility and licensing staff should
work together to ensure that current licensing information is shared and to establish a system of
reviewing compliance with the provider requirements periodically. The Mississippi Department
of Child Protection Services (MDCPS) also should review its licensing and record-keeping
practices to ensure that sufficient oversight of licensed homes and licensing decisions are
documented. Training and technical assistance should be provided to ensure staff is adequately
knowledgeable about the safety check process; licensing staff are ensuring compliance on their
licensing visits; and proper placement information is uploaded into MACWIS and updated
accordingly whenever a change in placement occurs. Further, MDCPS should adopt a plan to
extend its Continuous Quality Improvement process to the eligibility component of program
operations to routinely check and review all cases for accuracy with regard to the eligibility
requirements. It is also recommended the state add a component to its eligibility determination
worksheet to check for licensing and safety documentation."
ms2017_sub,"Issue #2: Ongoing Judicial Activity: Four (4) cases were in error and had ineligible payments
because the requirement regarding a judicial determination that the agency made reasonable
efforts to finalize a permanency plan was not satisfactorily met.
The Mississippi court orders in these cases contained a finding that the permanency plan
specified for the child was appropriate and in the best interests of the child, and ordered that the
Department of Human Services “make reasonable efforts to achieve the permanency plan” for
the child. However, a court's approval of a child's permanency plan is not a sufficient basis for
finding that the court determined that reasonable efforts had been made to accomplish the
objective of that plan. Further, the court's reference to a document that describes what efforts the
agency will take in the future is insufficient to establish that the court determined that reasonable
efforts had been made to finalize the plan in effect during the period of the court order. [US
Department of Health and Human Services, Departmental Appeals Board Decision No.1998
(South Carolina Dept. of Social Services, dated September 29, 2005)]. Title IV-E Requirement:
For a child who is judicially removed and remains in foster care for 12 months or more, federal
provisions at §472(a)(2(A) of the Act and 45 CFR §1356.21(b)(2) require the state to obtain a
judicial determination of whether or not the state made reasonable efforts to finalize a
permanency plan for the child. The judicial finding must occur at regular 12-month intervals for
the duration of the foster care episode and no later than 12 months from the month in which the
prior determination is obtained. If the judicial determination of reasonable efforts to finalize the
permanency plan is not made or is not timely, the child becomes ineligible from the beginning of
the first month after it is due and remains ineligible until the first day of the month the judicial
determination is made. In addition to conforming to federal regulatory time frames, judicial
determinations under 45 CFR § 1356.21(d) must be explicitly documented and must be made on
a case-by-case basis, and so stated in the court order.","Recommended Corrective Action:
The state title IV-E agency should partner with the Court Improvement Program to continue to
develop and implement procedures to ensure timely judicial determinations of reasonable efforts
to finalize the child’s permanency plan regardless of the timing of the permanency hearing. The
accuracy and reliability of eligibility determinations are generally increased through training of
the judiciary and other court officials to correct delays in judicial findings as well as to secure
court orders that reflect title IV-E criteria on legal authority, best interest, and reasonable efforts.
Staff training will help to ensure eligibility workers make eligibility decisions based on the
elements needed for compliance and to eliminate the authorization of payments prior to
establishing compliance with the requirements."
